SubTime,NumProcs,ExeTime,InterArrivalTime,,,,,
2152430,32,123,81,,,,,
2152550,32,154,120,,,,,
2152615,512,793,65,,,,,
2152700,32,585,85,,,,,
2152836,32,92,136,,,,,
2153282,32,278,446,,,,,
2153451,32,93,169,,,,,
2153623,512,1279,172,,,,,
2154051,32,56,428,,,,,
2154232,32,52,181,,,,,
2154901,32,147,669,,,,,
2155393,512,834,492,,,,,
2155584,32,3892,191,,,,,
2155992,64,6830,408,,,,,
2156042,64,7132,50,,,,,
2156348,512,814,306,,,,,
2157282,512,1441,934,,,,,
2159056,512,15204,1774,,,,,
2160537,32,3852,1481,,,,,
2160768,64,6577,231,,,,,
2163309,64,57,2541,,,,,
2163679,64,7116,370,,,,,
2164363,64,67,684,,,,,
2165406,32,351,1043,,,,,
2165907,32,477,501,,,,,
2167602,64,71,1695,,,,,
2167673,64,4699,71,,,,,
2170585,32,670,2912,,,,,
2171394,32,166,809,,,,,
2178612,64,795,7218,,,,,
2182328,256,622,3716,,,,,
2182328,512,623,0,,,,,
2182329,128,621,1,,,,,
2182329,64,679,0,,,,,
2183068,512,1213,739,,,,,
2183068,512,1213,0,,,,,
2183068,512,1214,0,,,,,
2183068,512,6939,0,,,,,
2183068,512,6939,0,,,,,
2183069,256,7034,1,,,,,
2183069,256,7035,0,,,,,
2183069,256,7035,0,,,,,
2183069,256,7035,0,,,,,
2183070,128,1211,1,,,,,
2183070,256,7033,0,,,,,
2183070,128,7062,0,,,,,
2183070,128,7063,0,,,,,
2183070,128,7063,0,,,,,
2183070,128,7063,0,,,,,
2183070,64,7128,0,,,,,
2183070,64,7128,0,,,,,
2183071,64,7125,1,,,,,
2183071,64,7126,0,,,,,
2183071,64,7126,0,,,,,
2183071,32,7215,0,,,,,
2183071,32,7216,0,,,,,
2183071,32,7216,0,,,,,
2183071,32,7217,0,,,,,
2183071,32,7246,0,,,,,
2183072,32,1208,1,,,,,
2183072,32,1569,0,,,,,
2183072,32,7245,0,,,,,
2183343,64,22801,271,,,,,
2190707,256,4784,7364,,,,,
2190708,256,1986,1,,,,,
2190708,128,3888,0,,,,,
2190708,128,7543,0,,,,,
2190709,32,1916,1,,,,,
2190709,32,1984,0,,,,,
2190709,32,2338,0,,,,,
2190709,32,3856,0,,,,,
2190709,32,3887,0,,,,,
2190767,64,1925,58,,,,,
2190767,64,1926,0,,,,,
2190767,64,6278,0,,,,,
2190767,64,6279,0,,,,,
2190767,64,7483,0,,,,,
2190829,512,779,62,,,,,
2190829,512,825,0,,,,,
2190829,512,826,0,,,,,
2190829,512,7421,0,,,,,
2190829,512,7421,0,,,,,
2190830,128,777,1,,,,,
2190830,256,824,0,,,,,
2190830,128,3825,0,,,,,
2190830,256,3826,0,,,,,
2190830,256,3826,0,,,,,
2190830,128,7515,0,,,,,
2190830,32,10918,0,,,,,
2190831,32,822,1,,,,,
2190831,32,823,0,,,,,
2191653,512,17114,822,,,,,
2191848,512,16919,195,,,,,
2191908,256,16922,60,,,,,
2191967,256,16863,59,,,,,
2192266,128,16627,299,,,,,
2192326,128,16567,60,,,,,
2197166,64,11826,4840,,,,,
2197166,32,11917,0,,,,,
2197166,32,11947,0,,,,,
2197226,64,11766,60,,,,,
2197236,32,11847,10,,,,,
2197236,32,11877,0,,,,,
2199044,64,9632,1808,,,,,
2201191,256,1304,2147,,,,,
2203759,32,635,2568,,,,,
2204803,32,39519,1044,,,,,
2208442,32,81,3639,,,,,
2209360,512,421,918,,,,,
2209390,256,451,30,,,,,
2209397,128,505,7,,,,,
2209460,64,502,63,,,,,
2209461,32,441,1,,,,,
2209461,32,501,0,,,,,
2210143,128,8,682,,,,,
2210175,64,30548,32,,,,,
2210176,32,21449,1,,,,,
2210176,32,27812,0,,,,,
2210236,32,28022,60,,,,,
2210236,64,30587,0,,,,,
2210237,32,20818,1,,,,,
2210304,64,93,67,,,,,
2210381,64,20,77,,,,,
2210381,64,27257,0,,,,,
2210386,64,192,5,,,,,
2210393,32,25605,7,,,,,
2210394,32,24,1,,,,,
2210394,32,15378,0,,,,,
2210400,64,26631,6,,,,,
2210401,32,25093,1,,,,,
2210418,32,15353,17,,,,,
2210655,32,25314,237,,,,,
2210753,32,25015,98,,,,,
2210812,64,26250,59,,,,,
2210813,32,14958,1,,,,,
2211323,128,234,510,,,,,
2211559,256,137,236,,,,,
2211560,256,136,1,,,,,
2211560,128,3729,0,,,,,
2211560,128,3730,0,,,,,
2211561,64,3649,1,,,,,
2211561,64,15717,0,,,,,
2211562,32,12063,1,,,,,
2211562,32,14221,0,,,,,
2211831,32,431,269,,,,,
2211953,32,13830,122,,,,,
2212772,32,442,819,,,,,
2213178,64,24208,406,,,,,
2213294,64,283,116,,,,,
2213827,32,498,533,,,,,
2213982,32,420,155,,,,,
2214706,256,8258,724,,,,,
2215208,32,80,502,,,,,
2215349,64,3223,141,,,,,
2215626,32,432,277,,,,,
2216638,32,439,1012,,,,,
2216741,128,13513,103,,,,,
2216753,128,13015,12,,,,,
2217488,32,59,735,,,,,
2217674,32,54,186,,,,,
2217888,32,56,214,,,,,
2218476,64,111,588,,,,,
2218621,32,6353,145,,,,,
2220647,64,5199,2026,,,,,
2221445,32,1010,798,,,,,
2221936,32,319,491,,,,,
2222852,32,987,916,,,,,
2225770,32,161,2918,,,,,
2225770,32,162,0,,,,,
2225782,32,181,12,,,,,
2225931,32,176,149,,,,,
2225931,32,176,0,,,,,
2230053,32,175,4122,,,,,
2231201,64,2073,1148,,,,,
2231444,64,755,243,,,,,
2235494,32,6257,4050,,,,,
2235767,32,9304,273,,,,,
2235902,256,2915,135,,,,,
2236038,32,7253,136,,,,,
2237031,64,7339,993,,,,,
2237062,64,11348,31,,,,,
2237638,64,9460,576,,,,,
2239204,32,117,1566,,,,,
2239223,32,23,19,,,,,
2239232,32,342,9,,,,,
2239303,32,27,71,,,,,
2239366,32,1718,63,,,,,
2239821,32,15614,455,,,,,
2241391,32,64,1570,,,,,
2241499,32,383,108,,,,,
2241511,32,60,12,,,,,
2241751,32,14775,240,,,,,
2241880,32,335,129,,,,,
2242212,32,534,332,,,,,
2242742,32,930,530,,,,,
2243291,32,13571,549,,,,,
2243669,32,2764,378,,,,,
2244369,64,11461,700,,,,,
2244697,32,250,328,,,,,
2246431,32,921,1734,,,,,
2247098,64,10096,667,,,,,
2247349,32,1157,251,,,,,
2247906,64,8586,557,,,,,
2248503,32,3599,597,,,,,
2252090,32,4231,3587,,,,,
2256576,64,24,4486,,,,,
2256698,64,3418,122,,,,,
2263281,64,3197,6583,,,,,
2266647,64,3197,3366,,,,,
2269413,512,166,2766,,,,,
2270054,64,3202,641,,,,,
2270952,512,344,898,,,,,
2274109,64,2242,3157,,,,,
2274697,256,19884,588,,,,,
2275220,64,398,523,,,,,
2275475,64,432,255,,,,,
2276139,64,1069,664,,,,,
2276481,32,15843,342,,,,,
2276936,32,1042,455,,,,,
2277337,64,380,401,,,,,
2278016,128,14897,679,,,,,
2278045,32,14280,29,,,,,
2278186,32,33,141,,,,,
2278272,32,150,86,,,,,
2278416,32,113,144,,,,,
2278461,64,629,45,,,,,
2278474,32,809,13,,,,,
2278567,32,13756,93,,,,,
2278576,32,702,9,,,,,
2278721,256,9125,145,,,,,
2278905,64,13332,184,,,,,
2279009,32,2603,104,,,,,
2279179,512,538,170,,,,,
2279364,32,1666,185,,,,,
2279582,32,1116,218,,,,,
2279789,32,239,207,,,,,
2279866,64,1515,77,,,,,
2279966,64,12269,100,,,,,
2280063,64,191,97,,,,,
2280232,32,317,169,,,,,
2280390,32,307,158,,,,,
2280446,512,25,56,,,,,
2280532,512,788,86,,,,,
2280631,32,438,99,,,,,
2280731,32,139,100,,,,,
2280855,32,11465,124,,,,,
2281173,32,251,318,,,,,
2281202,32,11117,29,,,,,
2281401,64,10837,199,,,,,
2281631,64,10607,230,,,,,
2281712,32,110,81,,,,,
2282117,512,571,405,,,,,
2282306,32,10083,189,,,,,
2282328,128,12626,22,,,,,
2282699,512,504,371,,,,,
2282873,32,120,174,,,,,
2284355,64,3304,1482,,,,,
2284799,32,2385,444,,,,,
2285903,128,13006,1104,,,,,
2286522,128,19363,619,,,,,
2289911,512,2699,3389,,,,,
2291610,128,111,1699,,,,,
2291639,128,3645,29,,,,,
2292471,64,60,832,,,,,
2292479,32,100,8,,,,,
2292491,512,90,12,,,,,
2292531,256,50,40,,,,,
2292532,64,48,1,,,,,
2292532,128,49,0,,,,,
2292532,32,56,0,,,,,
2292532,32,56,0,,,,,
2292586,64,27,54,,,,,
2292620,32,420,34,,,,,
2292638,64,71,18,,,,,
2292650,32,68,12,,,,,
2292736,32,63,86,,,,,
2292803,64,1789,67,,,,,
2293157,64,7514,354,,,,,
2293460,64,440,303,,,,,
2293750,64,66,290,,,,,
2293830,32,136,80,,,,,
2293909,64,1398,79,,,,,
2294035,64,32,126,,,,,
2294591,64,36,556,,,,,
2294618,256,873,27,,,,,
2294635,64,256,17,,,,,
2294655,64,5373,20,,,,,
2294907,64,474,252,,,,,
2294962,64,3361,55,,,,,
2295342,128,1085,380,,,,,
2295464,512,2857,122,,,,,
2295555,64,101,91,,,,,
2295865,128,309,310,,,,,
2296141,32,15726,276,,,,,
2296374,32,80,233,,,,,
2296410,64,1500,36,,,,,
2296427,128,6813,17,,,,,
2296799,32,4383,372,,,,,
2296827,32,29,28,,,,,
2296909,32,4754,82,,,,,
2297639,32,41,730,,,,,
2297792,32,379,153,,,,,
2297921,32,704,129,,,,,
2297970,64,293,49,,,,,
2298123,32,7180,153,,,,,
2298336,32,17,213,,,,,
2298433,32,917,97,,,,,
2298900,64,97,467,,,,,
2299132,64,4975,232,,,,,
2299441,64,324,309,,,,,
2299588,32,516,147,,,,,
2300207,64,513,619,,,,,
2300289,64,2057,82,,,,,
2300783,64,10991,494,,,,,
2300866,64,367,83,,,,,
2301051,32,386,185,,,,,
2301139,32,40,88,,,,,
2301393,256,66,254,,,,,
2301459,32,265,66,,,,,
2301502,32,34,43,,,,,
2301691,256,44,189,,,,,
2301741,64,1491,50,,,,,
2301791,512,9732,50,,,,,
2301848,256,100,57,,,,,
2302052,256,98,204,,,,,
2302259,256,42,207,,,,,
2302345,64,9427,86,,,,,
2302367,32,261,22,,,,,
2302490,64,710,123,,,,,
2302589,256,99,99,,,,,
2302760,256,18,171,,,,,
2302952,256,39,192,,,,,
2303344,256,41,392,,,,,
2303546,256,98,202,,,,,
2303695,32,71,149,,,,,
2303811,256,42,116,,,,,
2303893,32,108,82,,,,,
2303900,32,1669,7,,,,,
2304055,32,810,155,,,,,
2304077,256,19,22,,,,,
2304100,64,7673,23,,,,,
2304117,64,511,17,,,,,
2304203,32,189,86,,,,,
2304352,256,19,149,,,,,
2304400,32,95,48,,,,,
2304458,32,767,58,,,,,
2304606,256,89,148,,,,,
2304696,32,51,90,,,,,
2304718,256,155,22,,,,,
2304938,256,235,220,,,,,
2304971,32,482,33,,,,,
2305106,32,76,135,,,,,
2305168,64,405,62,,,,,
2305207,128,6505,39,,,,,
2305281,32,112,74,,,,,
2305526,32,90,245,,,,,
2305540,128,1256,14,,,,,
2305631,32,239,91,,,,,
2305700,32,721,69,,,,,
2306338,32,894,638,,,,,
2306352,32,620,14,,,,,
2306688,32,18,336,,,,,
2306734,32,95,46,,,,,
2306785,32,613,51,,,,,
2306817,32,31,32,,,,,
2306821,128,1244,4,,,,,
2306827,32,5111,6,,,,,
2307127,128,4585,300,,,,,
2307140,128,58,13,,,,,
2307329,32,4609,189,,,,,
2308108,128,3603,779,,,,,
2309918,32,158,1810,,,,,
2310018,512,11327,100,,,,,
2312205,32,3938,2187,,,,,
2313325,32,1012,1120,,,,,
2314339,32,27978,1014,,,,,
2317322,128,7311,2983,,,,,
2321085,128,6746,3763,,,,,
2322848,512,15204,1763,,,,,
2325392,512,6013,2544,,,,,
2325593,512,5831,201,,,,,
2325874,512,365,281,,,,,
2326031,32,411,157,,,,,
2328881,32,142,2850,,,,,
2331021,32,154,2140,,,,,
2332051,32,642,1030,,,,,
2334084,64,3444,2033,,,,,
2334452,64,3936,368,,,,,
2334791,64,6686,339,,,,,
2338649,64,3381,3858,,,,,
2342550,64,3882,3901,,,,,
2355848,32,9839,13298,,,,,
2357520,512,354,1672,,,,,
2358548,512,345,1028,,,,,
2359737,512,218,1189,,,,,
2359971,512,3350,234,,,,,
2360516,512,3356,545,,,,,
2362078,128,3645,1562,,,,,
2364386,32,68,2308,,,,,
2364786,32,64,400,,,,,
2365625,32,9675,839,,,,,
2365728,128,3390,103,,,,,
2365821,32,11889,93,,,,,
2367209,512,43,1388,,,,,
2367849,512,61,640,,,,,
2367925,512,115,76,,,,,
2368146,512,320,221,,,,,
2368325,64,597,179,,,,,
2368388,32,2439,63,,,,,
2368495,256,267,107,,,,,
2368885,256,1055,390,,,,,
2368933,64,236,48,,,,,
2369122,128,3586,189,,,,,
2369615,32,3462,493,,,,,
2370715,64,560,1100,,,,,
2370982,256,19896,267,,,,,
2371372,512,162266,390,,,,,
2371498,128,489,126,,,,,
2372010,64,52,512,,,,,
2372719,128,3399,709,,,,,
2374395,64,159256,1676,,,,,
2375063,64,38,668,,,,,
2375128,64,55,65,,,,,
2375214,64,9412,86,,,,,
2376123,128,3439,909,,,,,
2379201,32,3745,3078,,,,,
2379568,128,154071,367,,,,,
2380160,256,153471,592,,,,,
2396161,64,77,16001,,,,,
2454271,32,273,58110,,,,,
2458753,32,9,4482,,,,,
2459249,64,10,496,,,,,
2459875,32,3665,626,,,,,
2466719,32,11,6844,,,,,
2487997,32,21140,21278,,,,,
2498060,32,11,10063,,,,,
2530455,32,11,32395,,,,,
2530461,32,9,6,,,,,
2535186,32,12,4725,,,,,
2535195,32,9,9,,,,,
2535236,64,5570,41,,,,,
2535251,64,14303,15,,,,,
2535425,128,9614,174,,,,,
2535706,128,6935,281,,,,,
2536624,64,422,918,,,,,
2536742,64,426,118,,,,,
2537279,64,521,537,,,,,
2537418,128,383,139,,,,,
2537530,512,7378,112,,,,,
2538811,512,4936,1281,,,,,
2538817,32,19,6,,,,,
2538952,32,103,135,,,,,
2538976,32,5,24,,,,,
2539075,32,70,99,,,,,
2539217,32,57,142,,,,,
2539397,256,11307,180,,,,,
2539469,32,305,72,,,,,
2539871,64,67,402,,,,,
2539938,32,10,67,,,,,
2539947,32,8,9,,,,,
2540067,32,263,120,,,,,
2540187,64,14,120,,,,,
2540208,64,1436,21,,,,,
2540270,64,97,62,,,,,
2540438,32,315,168,,,,,
2540536,64,52,98,,,,,
2540738,64,86,202,,,,,
2540879,64,3939,141,,,,,
2540919,64,1035,40,,,,,
2541099,64,291,180,,,,,
2541168,32,179,69,,,,,
2541328,64,365,160,,,,,
2541345,32,299,17,,,,,
2541368,128,7993,23,,,,,
2541400,64,1115,32,,,,,
2541457,64,123,57,,,,,
2541515,32,162,58,,,,,
2541709,64,61,194,,,,,
2541830,32,9,121,,,,,
2541910,32,111,80,,,,,
2542020,64,39,110,,,,,
2542032,32,95,12,,,,,
2542077,64,296,45,,,,,
2542201,32,495,124,,,,,
2542335,64,7115,134,,,,,
2542383,64,7150,48,,,,,
2542641,32,192,258,,,,,
2542700,32,370,59,,,,,
2542801,32,1145,101,,,,,
2542809,32,152,8,,,,,
2542842,64,1489,33,,,,,
2542859,32,260,17,,,,,
2542978,32,227,119,,,,,
2543481,32,439,503,,,,,
2543596,32,5931,115,,,,,
2544610,32,556,1014,,,,,
2545721,32,57,1111,,,,,
2545865,32,1942,144,,,,,
2545996,128,6354,131,,,,,
2546170,32,763,174,,,,,
2546269,32,13,99,,,,,
2546360,32,9,91,,,,,
2546395,64,12,35,,,,,
2546948,32,76,553,,,,,
2547087,32,48,139,,,,,
2547560,32,55,473,,,,,
2547652,512,3358,92,,,,,
2547733,128,6553,81,,,,,
2547951,32,62,218,,,,,
2548036,32,52,85,,,,,
2548460,128,13919,424,,,,,
2548466,32,59,6,,,,,
2549013,32,55,547,,,,,
2549091,32,379,78,,,,,
2549727,32,1877,636,,,,,
2550607,32,69,880,,,,,
2550816,256,11300,209,,,,,
2551152,32,69,336,,,,,
2551283,64,5971,131,,,,,
2551349,64,3966,66,,,,,
2551654,32,21,305,,,,,
2551684,32,61,30,,,,,
2552235,32,78,551,,,,,
2552514,32,51,279,,,,,
2552527,512,3512,13,,,,,
2552879,32,998,352,,,,,
2552941,64,4252,62,,,,,
2553089,32,161,148,,,,,
2553131,32,75,42,,,,,
2553225,64,17,94,,,,,
2553879,32,81,654,,,,,
2553901,32,49,22,,,,,
2553936,32,14,35,,,,,
2553986,64,96,50,,,,,
2554173,64,3089,187,,,,,
2554203,32,82,30,,,,,
2554217,32,75,14,,,,,
2554238,32,6040,21,,,,,
2554293,128,4803,55,,,,,
2554497,32,51,204,,,,,
2554718,512,1765,221,,,,,
2554747,32,58,29,,,,,
2554901,64,14765,154,,,,,
2555079,32,296,178,,,,,
2555171,32,82,92,,,,,
2555280,64,14757,109,,,,,
2555311,128,318,31,,,,,
2555579,32,105,268,,,,,
2555740,32,267,161,,,,,
2556062,32,106,322,,,,,
2556416,32,129,354,,,,,
2556728,32,210,312,,,,,
2556851,32,281,123,,,,,
2556936,32,73,85,,,,,
2557370,32,3134,434,,,,,
2557456,64,83,86,,,,,
2557466,64,59,10,,,,,
2557581,32,53,115,,,,,
2557605,64,7482,24,,,,,
2557621,64,215,16,,,,,
2557668,32,207,47,,,,,
2557764,32,72,96,,,,,
2557778,64,344,14,,,,,
2557840,64,20517,62,,,,,
2557939,32,4636,99,,,,,
2557989,32,119,50,,,,,
2558207,32,93,218,,,,,
2558312,32,58,105,,,,,
2558553,32,86,241,,,,,
2558595,128,610,42,,,,,
2558690,32,28,95,,,,,
2558753,32,237,63,,,,,
2558773,128,69,20,,,,,
2559067,128,119,294,,,,,
2559103,128,7688,36,,,,,
2559214,32,42,111,,,,,
2559232,512,4409,18,,,,,
2559339,128,8214,107,,,,,
2559598,32,41,259,,,,,
2559624,128,64,26,,,,,
2559752,128,110,128,,,,,
2559933,32,81,181,,,,,
2560301,32,19,368,,,,,
2560386,32,624,85,,,,,
2560395,32,78,9,,,,,
2560485,64,1155,90,,,,,
2560593,32,474,108,,,,,
2560725,128,83,132,,,,,
2561285,128,88,560,,,,,
2561434,128,62,149,,,,,
2561580,32,254,146,,,,,
2561593,32,2863,13,,,,,
2561643,64,1318,50,,,,,
2562146,32,418,503,,,,,
2562221,128,1099,75,,,,,
2562246,256,254,25,,,,,
2562493,256,4222,247,,,,,
2562615,64,2143,122,,,,,
2562655,128,80,40,,,,,
2562755,32,1439,100,,,,,
2563053,128,19919,298,,,,,
2563224,32,52,171,,,,,
2563309,128,51,85,,,,,
2563483,64,1011,174,,,,,
2563866,32,495,383,,,,,
2563899,512,15726,33,,,,,
2563939,32,746,40,,,,,
2563978,32,265,39,,,,,
2564222,128,103,244,,,,,
2564350,32,2343,128,,,,,
2564381,32,2314,31,,,,,
2564531,32,160,150,,,,,
2564701,64,1355,170,,,,,
2564781,64,1780,80,,,,,
2564841,32,325,60,,,,,
2564870,32,922,29,,,,,
2565098,64,1151,228,,,,,
2565196,32,1027,98,,,,,
2565325,128,65,129,,,,,
2565429,32,608,104,,,,,
2565569,128,50,140,,,,,
2565751,128,58,182,,,,,
2566356,64,4028,605,,,,,
2566882,128,3992,526,,,,,
2567160,32,190,278,,,,,
2567662,32,604,502,,,,,
2567798,32,2058,136,,,,,
2568347,32,518,549,,,,,
2569762,32,864,1415,,,,,
2570396,64,15474,634,,,,,
2570879,128,3860,483,,,,,
2572061,32,2071,1182,,,,,
2573829,64,10340,1768,,,,,
2574292,32,339,463,,,,,
2574572,32,56,280,,,,,
2574745,128,6761,173,,,,,
2574857,512,12028,112,,,,,
2574926,128,7350,69,,,,,
2575276,32,820,350,,,,,
2579541,512,1086,4265,,,,,
2579769,64,2908,228,,,,,
2580708,512,114,939,,,,,
2582427,32,9589,1719,,,,,
2582900,32,1857,473,,,,,
2583086,128,162,186,,,,,
2583848,128,163,762,,,,,
2584308,64,198,460,,,,,
2585073,256,36,765,,,,,
2585868,64,2485,795,,,,,
2587311,64,5155,1443,,,,,
2588445,64,608,1134,,,,,
2588461,32,171,16,,,,,
2589255,64,668,794,,,,,
2589372,32,3150,117,,,,,
2589507,32,159,135,,,,,
2589747,32,58,240,,,,,
2589991,64,12298,244,,,,,
2592850,512,13429,2859,,,,,
2593210,32,3193,360,,,,,
2597485,64,5646,4275,,,,,
2598073,32,306,588,,,,,
2602286,64,12449,4213,,,,,
2614733,64,6372,12447,,,,,
2617399,512,27067,2666,,,,,
2618173,64,1030,774,,,,,
2619421,32,25860,1248,,,,,
2619627,32,13,206,,,,,
2619658,32,1392,31,,,,,
2620976,64,24230,1318,,,,,
2621070,32,3779,94,,,,,
2621151,64,24059,81,,,,,
2621295,128,23840,144,,,,,
2622544,32,1577,1249,,,,,
2622803,64,22408,259,,,,,
2622827,64,22263,24,,,,,
2623118,128,74,291,,,,,
2623216,256,279,98,,,,,
2623383,32,170,167,,,,,
2623923,128,3005,540,,,,,
2623929,128,77,6,,,,,
2624145,32,807,216,,,,,
2624152,128,71,7,,,,,
2624594,128,62,442,,,,,
2624905,256,19692,311,,,,,
2624917,32,543,12,,,,,
2624940,128,58,23,,,,,
2625452,32,78,512,,,,,
2625479,32,19792,27,,,,,
2625656,32,123,177,,,,,
2625892,128,257,236,,,,,
2625922,32,940,30,,,,,
2626114,32,95,192,,,,,
2626144,32,44,30,,,,,
2626234,32,109,90,,,,,
2626398,128,18256,164,,,,,
2626467,32,96,69,,,,,
2626910,32,18355,443,,,,,
2631630,64,459,4720,,,,,
2634052,128,7856,2422,,,,,
2644691,32,646,10639,,,,,
2645367,128,7786,676,,,,,
2645487,128,9847,120,,,,,
2645517,128,875,30,,,,,
2645588,32,951,71,,,,,
2645722,32,9708,134,,,,,
2646412,32,90,690,,,,,
2646551,32,456,139,,,,,
2646909,32,83,358,,,,,
2647631,512,7505,722,,,,,
2647727,32,68,96,,,,,
2647946,64,527,219,,,,,
2647971,64,597,25,,,,,
2648025,32,323,54,,,,,
2648383,32,90,358,,,,,
2648411,32,18,28,,,,,
2648439,32,7001,28,,,,,
2648650,512,23326,211,,,,,
2648787,64,789,137,,,,,
2648866,32,2430,79,,,,,
2648967,32,1588,101,,,,,
2649187,32,970,220,,,,,
2649218,64,6162,31,,,,,
2649246,32,808,28,,,,,
2649350,64,523,104,,,,,
2649355,32,53,5,,,,,
2649445,32,147,90,,,,,
2649793,128,615,348,,,,,
2650052,32,3158,259,,,,,
2650088,128,479,36,,,,,
2650175,32,12,87,,,,,
2650239,32,245,64,,,,,
2650392,64,514,153,,,,,
2650431,32,964,39,,,,,
2650940,32,69,509,,,,,
2651022,32,115,82,,,,,
2651162,32,290,140,,,,,
2651197,256,1774,35,,,,,
2651273,64,1693,76,,,,,
2651309,64,1222,36,,,,,
2651407,64,1560,98,,,,,
2652091,32,109,684,,,,,
2652254,32,3186,163,,,,,
2652313,32,652,59,,,,,
2652320,32,3120,7,,,,,
2652723,32,78,403,,,,,
2653025,32,29932,302,,,,,
2653847,64,3124,822,,,,,
2653902,64,3112,55,,,,,
2654518,128,7814,616,,,,,
2655138,32,11250,620,,,,,
2655662,32,58,524,,,,,
2655671,128,6808,9,,,,,
2656591,128,3954,920,,,,,
2656761,64,8716,170,,,,,
2656769,64,8726,8,,,,,
2657541,32,277,772,,,,,
2657680,256,119,139,,,,,
2657923,32,234,243,,,,,
2658604,256,121,681,,,,,
2658641,32,455,37,,,,,
2658757,64,154,116,,,,,
2659136,32,4112,379,,,,,
2659163,64,132,27,,,,,
2660167,256,127,1004,,,,,
2660520,128,4328,353,,,,,
2661973,64,505,1453,,,,,
2662483,128,4320,510,,,,,
2662712,64,18432,229,,,,,
2662722,64,33389,10,,,,,
2663175,64,282,453,,,,,
2663459,64,4099,284,,,,,
2663550,64,177,91,,,,,
2663562,64,45,12,,,,,
2664119,128,4308,557,,,,,
2664509,256,12446,390,,,,,
2664647,32,263,138,,,,,
2665066,128,8548,419,,,,,
2665890,32,2292,824,,,,,
2667216,32,9890,1326,,,,,
2667709,32,63,493,,,,,
2667895,64,11502,186,,,,,
2668387,32,398,492,,,,,
2668598,64,11352,211,,,,,
2668854,32,3024,256,,,,,
2671602,32,1920,2748,,,,,
2673591,32,892,1989,,,,,
2674725,32,76,1134,,,,,
2674988,32,47,263,,,,,
2675071,32,559,83,,,,,
2675301,32,138,230,,,,,
2675715,32,62,414,,,,,
2675726,32,114,11,,,,,
2675768,64,1072,42,,,,,
2677292,64,500,1524,,,,,
2677793,128,611,501,,,,,
2678713,128,1271,920,,,,,
2679839,64,9133,1126,,,,,
2680244,128,73,405,,,,,
2680343,128,316,99,,,,,
2680520,64,8930,177,,,,,
2681233,128,169,713,,,,,
2688359,32,9630,7126,,,,,
2697991,32,9806,9632,,,,,
2702382,64,257,4391,,,,,
2702655,64,21,273,,,,,
2702684,64,2623,29,,,,,
2702728,128,1001,44,,,,,
2702881,64,2424,153,,,,,
2703039,64,2267,158,,,,,
2704503,32,3993,1464,,,,,
2704943,32,7161,440,,,,,
2705392,64,388,449,,,,,
2705499,64,665,107,,,,,
2705770,64,7010,271,,,,,
2706094,128,3451,324,,,,,
2706711,512,6439,617,,,,,
2707112,64,6202,401,,,,,
2707848,64,888,736,,,,,
2707892,64,418,44,,,,,
2707898,64,824,6,,,,,
2707904,32,102,6,,,,,
2708047,128,5261,143,,,,,
2708800,32,4643,753,,,,,
2708848,256,12451,48,,,,,
2709370,64,1068,522,,,,,
2709754,32,62,384,,,,,
2709775,128,3523,21,,,,,
2709942,32,42,167,,,,,
2710364,32,65,422,,,,,
2710477,256,95,113,,,,,
2710717,32,83,240,,,,,
2710983,32,380,266,,,,,
2711198,32,39,215,,,,,
2711234,32,2181,36,,,,,
2711324,64,34,90,,,,,
2711718,64,6779,394,,,,,
2711902,32,3938,184,,,,,
2712175,512,1996,273,,,,,
2712434,128,6876,259,,,,,
2712649,32,41,215,,,,,
2712887,128,3943,238,,,,,
2713110,64,831,223,,,,,
2713487,64,20,377,,,,,
2713569,32,2027,82,,,,,
2713577,128,6611,8,,,,,
2713610,256,543,33,,,,,
2714102,32,98,492,,,,,
2714121,64,46,19,,,,,
2714224,32,132,103,,,,,
2714564,32,308,340,,,,,
2714581,64,44,17,,,,,
2714597,32,88,16,,,,,
2714710,32,80,113,,,,,
2714948,64,113,238,,,,,
2715073,64,510,125,,,,,
2715179,32,1529,106,,,,,
2715644,32,300,465,,,,,
2715894,32,36,250,,,,,
2715905,32,276,11,,,,,
2715949,32,55,44,,,,,
2716002,64,440,53,,,,,
2716064,64,23,62,,,,,
2716130,64,21,66,,,,,
2716204,32,536,74,,,,,
2716224,32,148,20,,,,,
2716258,64,22,34,,,,,
2716652,32,241,394,,,,,
2716682,64,205,30,,,,,
2716719,32,3234,37,,,,,
2716826,32,501,107,,,,,
2716868,32,209,42,,,,,
2716911,32,324,43,,,,,
2717160,256,11273,249,,,,,
2717418,32,44,258,,,,,
2717487,32,2530,69,,,,,
2717587,128,2600,100,,,,,
2717601,32,2416,14,,,,,
2717764,32,2189,163,,,,,
2717956,128,13438,192,,,,,
2718110,64,315,154,,,,,
2718273,32,4042,163,,,,,
2719564,32,603,1291,,,,,
2719664,64,9124,100,,,,,
2719925,256,3721,261,,,,,
2720051,64,1308,126,,,,,
2720426,32,192,375,,,,,
2720559,32,891,133,,,,,
2720736,64,692,177,,,,,
2721180,128,10715,444,,,,,
2721280,32,237,100,,,,,
2721310,64,29,30,,,,,
2721446,32,2176,136,,,,,
2721521,32,4809,75,,,,,
2721568,64,2513,47,,,,,
2721606,64,7032,38,,,,,
2721639,32,189,33,,,,,
2721802,32,377,163,,,,,
